CVE_ID,Description,Impact
CVE-1999-1288,"Samba 1.9.18 inadvertently includes a prototype application, wsmbconf, which is installed with incorrect permissions including the setgid bit, which allows local users to read and write files and possibly gain privileges via bugs in the program.",MEDIUM
CVE-1999-1411,"The installation of the fsp package 2.71-10 in Debian GNU/Linux 2.0 adds the anonymous FTP user without notifying the administrator, which could automatically enable anonymous FTP on some servers such as wu-ftp.",HIGH
CVE-1999-1071,"Excite for Web Servers (EWS) 1.1 installs the Architext.conf authentication file with world-writeable permissions, which allows local users to gain access to Excite accounts by modifying the file.",HIGH
CVE-1999-1072,Excite for Web Servers (EWS) 1.1 allows local users to gain privileges by obtaining the encrypted password from the world-readable Architext.conf authentication file and replaying the encrypted password in an HTTP request to AT-generated.cgi or AT-admin.cgi.,HIGH
CVE-1999-1073,"Excite for Web Servers (EWS) 1.1 records the first two characters of a plaintext password in the beginning of the encrypted password, which makes it easier for an attacker to guess passwords via a brute force or dictionary attack.",HIGH
CVE-1999-0321,Buffer overflow in Solaris kcms_configure command allows local users to gain root access.,HIGH
CVE-1999-0332,Buffer overflow in NetMeeting allows denial of service and remote command execution.,HIGH
CVE-1999-0342,Linux PAM modules allow local users to gain root access using temporary files.,MEDIUM
CVE-1999-0385,The LDAP bind function in Exchange 5.5 has a buffer overflow that allows a remote attacker to conduct a denial of service or execute commands.,HIGH
CVE-1999-0463,Remote attackers can perform a denial of service using IRIX fcagent.,MEDIUM
CVE-1999-0478,Denial of service in HP-UX sendmail 8.8.6 related to accepting connections.,MEDIUM
CVE-1999-0869,"Internet Explorer 3.x to 4.01 allows a remote attacker to insert malicious content into a frame of another web site, aka frame spoofing.",LOW
CVE-1999-0836,UnixWare uidadmin allows local users to modify arbitrary files via a symlink attack.,HIGH
CVE-1999-0936,BNBSurvey survey.cgi program allows remote attackers to execute commands via shell metacharacters.,HIGH
CVE-1999-0937,BNBForm allows remote attackers to read arbitrary files via the automessage hidden form variable.,HIGH
CVE-1999-1280,"Hummingbird Exceed 6.0.1.0 inadvertently includes a DLL that was meant for development and testing, which logs user names and passwords in cleartext in the test.log file.",HIGH
CVE-1999-0798,"Buffer overflow in bootpd on OpenBSD, FreeBSD, and Linux systems via a malformed header type.",HIGH
CVE-1999-1147,"Buffer overflow in Platinum Policy Compliance Manager (PCM) 7.0 allows remote attackers to execute arbitrary commands via a long string to the Agent port (1827), which is handled by smaxagent.exe.",HIGH
CVE-1999-1276,"fte-console in the fte package before 0.46b-4.1 does not drop root privileges, which allows local users to gain root access via the virtual console device.",HIGH
CVE-1999-1282,"RealSystem G2 server stores the administrator password in cleartext in a world-readable configuration file, which allows local users to gain privileges.",MEDIUM
CVE-1999-0139,Buffer overflow in Solaris x86 mkcookie allows local users to obtain root access.,HIGH
CVE-1999-0188,The passwd command in Solaris can be subjected to a denial of service.,HIGH
CVE-1999-1173,"Corel Word Perfect 8 for Linux creates a temporary working directory with world-writable permissions, which allows local users to (1) modify Word Perfect behavior by modifying files in the working directory, or (2) modify files of other users via a symlink attack.",LOW
CVE-1999-1277,"BackWeb client stores the username and password in cleartext for proxy authentication in the Communication registry key, which could allow other local users to gain privileges by reading the password.",MEDIUM
CVE-1999-1278,"nlog CGI scripts do not properly filter shell metacharacters from the IP address argument, which could allow remote attackers to execute certain commands via (1) nlog-smb.pl or (2) rpc-nlog.pl.",HIGH
CVE-1999-0968,Buffer overflow in BNC IRC proxy allows remote attackers to gain privileges.,HIGH
CVE-1999-1281,Development version of Breeze Network Server allows remote attackers to cause the system to reboot by accessing the configbreeze CGI program.,MEDIUM
CVE-1999-1188,"mysqld in MySQL 3.21 creates log files with world-readable permissions, which allows local users to obtain passwords for users who are added to the user database.",MEDIUM
CVE-1999-1285,"Linux 2.1.132 and earlier allows local users to cause a denial of service (resource exhaustion) by reading a large buffer from a random device (e.g. /dev/urandom), which cannot be interrupted until the read has completed.",LOW
CVE-1999-1159,SSH 2.0.11 and earlier allows local users to request remote forwarding from privileged ports without being root.,MEDIUM
CVE-1999-0020,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-0032.  Reason: This candidate is a duplicate of CVE-1999-0032.  Notes: All CVE users should reference CVE-1999-0032 instead of this candidate.  All references and descriptions in this candidate have been removed to prevent accidental usage,N/A
CVE-1999-0110,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-0315.  Reason: This candidate's original description had a typo that delayed it from being detected as a duplicate of CVE-1999-0315.  Notes: All CVE users should reference CVE-1999-0315 instead of this candidate.  All references and descriptions in this candidate have been removed to prevent accidental usage,N/A
CVE-1999-0187,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-0022.  Reason: This candidate is a duplicate of CVE-1999-0022.  Notes: All CVE users should reference CVE-1999-0022 instead of this candidate.  All references and descriptions in this candidate have been removed to prevent accidental usage,N/A
CVE-1999-0197,finger 0@host on some systems may print information on some user accounts.,HIGH
CVE-1999-0198,finger .@host on some systems may print information on some user accounts.,HIGH
CVE-1999-0200,Windows NT FTP server (WFTP) with the guest account enabled without a password allows an attacker to log into the FTP server using any username and password.,HIGH
CVE-1999-0205,Denial of service in Sendmail 8.6.11 and 8.6.12.,MEDIUM
CVE-1999-0220,Attackers can do a denial of service of IRC by crashing the server.,HIGH
CVE-1999-0226,"Windows NT TCP/IP processes fragmented IP packets improperly, causing a denial of service.",HIGH
CVE-1999-0231,"Buffer overflow in IP-Switch IMail and Seattle Labs Slmail 2.6 packages using a long VRFY command, causing a denial of service and possibly remote access.",MEDIUM
CVE-1999-0240,Some filters or firewalls allow fragmented SYN packets with IP reserved bits in violation of their implemented policy.,HIGH
CVE-1999-0243,Linux cfingerd could be exploited to gain root access.,HIGH
CVE-1999-0248,A race condition in the authentication agent mechanism of sshd 1.2.17 allows an attacker to steal another user's credentials.,HIGH
CVE-1999-0255,Buffer overflow in ircd allows arbitrary command execution.,HIGH
CVE-1999-0268,"MetaInfo MetaWeb web server allows users to upload, execute, and read scripts.",HIGH
CVE-1999-0276,mSQL v2.0.1 and below allows remote execution through a buffer overflow.,HIGH
CVE-1999-0283,The Java Web Server would allow remote users to obtain the source code for CGI programs.,HIGH
CVE-1999-0285,"Denial of service in telnet from the Windows NT Resource Kit, by opening then immediately closing a connection.",HIGH
CVE-1999-0286,"In some NT web servers, appending a space at the end of a URL may allow attackers to read source code for active pages.",HIGH
CVE-1999-0355,"Local or remote users can force ControlIT 4.5 to reboot or force a user to log out, resulting in a denial of service.",MEDIUM
CVE-1999-0361,"NetWare version of LaserFiche stores usernames and passwords unencrypted, and allows administrative changes without logging.",HIGH
CVE-1999-0364,"Microsoft Access 97 stores a database password as plaintext in a foreign mdb, allowing access to data.",HIGH
CVE-1999-0384,The Forms 2.0 ActiveX control (included with Visual Basic for Applications 5.0) can be used to read text from a user's clipboard when the user accesses documents with ActiveX content.,MEDIUM
CVE-1999-0388,"DataLynx suGuard trusts the PATH environment variable to execute the ps command, allowing local users to execute commands as root.",MEDIUM
CVE-1999-0393,Remote attackers can cause a denial of service in Sendmail 8.8.x and 8.9.2 by sending messages with a large number of headers.,MEDIUM
CVE-1999-0394,DPEC Online Courseware allows an attacker to change another user's password without knowing the original password.,HIGH
CVE-1999-0395,A race condition in the BackWeb Polite Agent Protocol allows an attacker to spoof a BackWeb server.,MEDIUM
CVE-1999-0397,The demo version of the Quakenbush NT Password Appraiser sends passwords across the network in plaintext.,HIGH
CVE-1999-0398,"In some instances of SSH 1.2.27 and 2.0.11 on Linux systems, SSH will allow users with expired accounts to login.",MEDIUM
CVE-1999-0399,"The DCC server command in the Mirc 5.5 client doesn't filter characters from file names properly, allowing remote attackers to place a malicious file in a different location, possibly allowing the attacker to execute commands.",HIGH
CVE-1999-0401,A race condition in Linux 2.2.1 allows local users to read arbitrary memory from /proc files.,LOW
CVE-1999-0448,"IIS 4.0 and Apache log HTTP request methods, regardless of how long they are, allowing a remote attacker to hide the URL they really request.",MEDIUM
CVE-1999-0452,A service or application has a backdoor password that was placed there by the developer.,HIGH
CVE-1999-0453,"An attacker can identify a CISCO device by sending a SYN packet to port 1999, which is for the Cisco Discovery Protocol (CDP).",MEDIUM
CVE-1999-0454,"A remote attacker can sometimes identify the operating system of a host based on how it reacts to some IP or ICMP packets, using a tool such as nmap or queso.",HIGH
CVE-1999-0465,Remote attackers can crash Lynx and Internet Explorer using an IMG tag with a large width parameter.,HIGH
CVE-1999-0495,A remote attacker can gain access to a file system using ..  (dot dot) when accessing SMB shares.,HIGH
CVE-1999-0497,Anonymous FTP is enabled.,LOW
CVE-1999-0512,"A mail server is explicitly configured to allow SMTP mail relay, which allows abuse by spammers.",HIGH
CVE-1999-0515,"An unrestricted remote trust relationship for Unix systems has been set up, e.g. by using a + sign in /etc/hosts.equiv.",HIGH
CVE-1999-0520,A system-critical NETBIOS/SMB share has inappropriate access control.,MEDIUM
CVE-1999-0523,ICMP echo (ping) is allowed from arbitrary hosts.,LOW
CVE-1999-0527,"The permissions for system-critical data in an anonymous FTP account are inappropriate.  For example, the root directory is writeable by world, a real password file is obtainable, or executable commands such as ""ls"" can be overwritten.",HIGH
CVE-1999-0528,A router or firewall forwards external packets that claim to come from inside the network that the router/firewall is in front of.,HIGH
